"","V1","V2","V3","V4","total"
"1329",2020,10,13,"#kysen",21947
"1330",2020,10,13,"#corona",12051
"1331",2020,10,14,"#covid19",254155
"1332",2020,10,14,"#coronavirus",65350
"1333",2020,10,14,"#macron20h",37958
"1334",2020,10,14,"#covid",29527
"1335",2020,10,14,"#couvrefeu",15711
"1336",2020,10,15,"#covid19",231861
"1337",2020,10,15,"#coronavirus",76568
"1338",2020,10,15,"#endsars",46738
"1339",2020,10,15,"#endswat",43731
"1340",2020,10,15,"#covid",32477
"1341",2020,10,16,"#covid19",246850
"1342",2020,10,16,"#coronavirus",68464
"1343",2020,10,16,"#covid",32459
"1344",2020,10,16,"#endsars",31066
"1345",2020,10,16,"#blametrump",18981
"1346",2020,10,17,"#covid19",223732
"1347",2020,10,17,"#coronavirus",52671
"1348",2020,10,17,"#covid",23661
"1349",2020,10,17,"#blametrump",20837
"1350",2020,10,17,"#endsars",20782
"1351",2020,10,18,"#covid19",256578
"1352",2020,10,18,"#coronavirus",57126
"1353",2020,10,18,"#wearamask",49001
"1354",2020,10,18,"#masks",35194
"1355",2020,10,18,"#sleepingbeauty",33074
"1356",2020,10,19,"#covid19",223683
"1357",2020,10,19,"#coronavirus",60799
"1358",2020,10,19,"#covid",40497
"1359",2020,10,19,"#endsars",22575
"1360",2020,10,19,"#wearamask",19777
"1361",2020,10,20,"#covid19",237658
"1362",2020,10,20,"#endsars",58879
"1363",2020,10,20,"#coronavirus",58502
"1364",2020,10,20,"#covid",33265
"1365",2020,10,20,"#endpolicebrutalityinnigeranow",26827
"1366",2020,10,24,"#covid19",221956
"1367",2020,10,24,"#coronavirus",50965
"1368",2020,10,24,"#covid",28932
"1369",2020,10,24,"#longweekendtaati3m",17495
"1370",2020,10,24,"#endsars",17037
"1371",2020,10,25,"#covid19",217655
"1372",2020,10,25,"#coronavirus",54247
"1373",2020,10,25,"#covid",26815
"1374",2020,10,25,"#trumpsurrendered",20943
"1375",2020,10,25,"#endsars",15265
"1376",2020,10,26,"#covid19",232438
"1377",2020,10,26,"#coronavirus",60147
"1378",2020,10,26,"#covid",31000
"1379",2020,10,26,"#corona",11364
"1380",2020,10,26,"#lockdown",10644
"1381",2020,10,27,"#covid19",239133
"1382",2020,10,27,"#coronavirus",54987
"1383",2020,10,27,"#covid",27184
"1384",2020,10,27,"#reconfinement",15077
"1385",2020,10,27,"#liburpanjangterapkan3m",13941
"1386",2020,10,28,"#covid19",228708
"1387",2020,10,28,"#coronavirus",62353
"1388",2020,10,28,"#covid",39221
"1389",2020,10,28,"#lockdown",26919
"1390",2020,10,28,"#corona",14434
"1391",2020,10,29,"#covid19",266920
"1392",2020,10,29,"#coronavirus",61106
"1393",2020,10,29,"#covid",32175
"1394",2020,10,29,"#lockdown",17502
"1395",2020,10,29,"#corona",12862
"1396",2020,10,30,"#covid19",245389
"1397",2020,10,30,"#coronavirus",60082
"1398",2020,10,30,"#covid",30154
"1399",2020,10,30,"#endsars",18174
"1400",2020,10,30,"#lockdown",13391
"1401",2020,10,31,"#covid19",11413
"1402",2020,10,31,"#coronavirus",3289
"1403",2020,10,31,"#covid",1422
"1404",2020,10,31,"#vote",857
"1405",2020,10,31,"#lockdown",630
"1406",2020,11,1,"#covid19",179706
"1407",2020,11,1,"#coronavirus",52008
"1408",2020,11,1,"#covid",28480
"1409",2020,11,1,"#lockdown",19616
"1410",2020,11,1,"#lockdown2",10024
"1411",2020,11,2,"#covid19",216245
"1412",2020,11,2,"#coronavirus",70291
"1413",2020,11,2,"#covid",31949
"1414",2020,11,2,"#lockdown",20410
"1415",2020,11,2,"#flexibilizaciónsegurayvigilada",14885
"1416",2020,11,3,"#covid19",229691
"1417",2020,11,3,"#coronavirus",51136
"1418",2020,11,3,"#covid",32470
"1419",2020,11,3,"#electionday",18227
"1420",2020,11,3,"#vote",16661
"1421",2020,11,4,"#covid19",194553
"1422",2020,11,4,"#coronavirus",44897
"1423",2020,11,4,"#covid",23789
"1424",2020,11,4,"#haciaunanuevaan",21241
"1425",2020,11,4,"#lockdown",16666
"1426",2020,11,5,"#covid19",228132
"1427",2020,11,5,"#coronavirus",52575
"1428",2020,11,5,"#covid",28492
"1429",2020,11,5,"#lockdown",20760
"1430",2020,11,5,"#corona",9636
"1431",2020,11,6,"#covid19",213675
"1432",2020,11,6,"#coronavirus",49088
"1433",2020,11,6,"#covid",23411
"1434",2020,11,6,"#covidー19",15347
"1435",2020,11,6,"#lockdown",12805
"1436",2020,11,7,"#covid19",172163
"1437",2020,11,7,"#coronavirus",47664
"1438",2020,11,7,"#covidー19",21005
"1439",2020,11,7,"#covid",19862
"1440",2020,11,7,"#lockdown",12200
"1441",2020,11,8,"#covid19",136840
"1442",2020,11,8,"#coronavirus",38966
"1443",2020,11,8,"#covid",24987
"1444",2020,11,8,"#covidー19",12415
"1445",2020,11,8,"#lockdown",8711
"1446",2020,11,9,"#covid19",225066
"1447",2020,11,9,"#coronavirus",60475
"1448",2020,11,9,"#covid",27208
"1449",2020,11,9,"#vaccine",17961
"1450",2020,11,9,"#pfizer",11942
"1451",2020,11,10,"#covid19",232242
"1452",2020,11,10,"#coronavirus",52315
"1453",2020,11,10,"#covid",27215
"1454",2020,11,10,"#lockdown",12579
"1455",2020,11,10,"#corona",10028
"1456",2020,11,11,"#covid19",226327
"1457",2020,11,11,"#coronavirus",51567
"1458",2020,11,11,"#covid",28059
"1459",2020,11,11,"#lockdown",10480
"1460",2020,11,11,"#corona",9575
"1461",2020,11,12,"#covid19",228249
"1462",2020,11,12,"#coronavirus",52878
"1463",2020,11,12,"#covid",29100
"1464",2020,11,12,"#leerdesbloquea",15313
"1465",2020,11,12,"#lockdown",9486
"1466",2020,11,13,"#covid19",201272
"1467",2020,11,13,"#coronavirus",51782
"1468",2020,11,13,"#covid",27241
"1469",2020,11,13,"#txts",11230
"1470",2020,11,13,"#corruptkelly",10660
"1471",2020,11,14,"#covid19",185852
"1472",2020,11,14,"#coronavirus",42803
"1473",2020,11,14,"#covid",24171
"1474",2020,11,14,"#lockdown",13938
"1475",2020,11,14,"#corruptkelly",12131
"1476",2020,11,15,"#covid19",225982
"1477",2020,11,15,"#coronavirus",43585
"1478",2020,11,15,"#covid",26301
"1479",2020,11,15,"#wearamask",13658
"1480",2020,11,15,"#lockdown",10402
"1481",2020,11,16,"#covid19",217045
"1482",2020,11,16,"#coronavirus",67362
"1483",2020,11,16,"#covid",27868
"1484",2020,11,16,"#wea",24650
"1485",2020,11,16,"#wearamask",11112
"1486",2020,11,17,"#covid19",213861
"1487",2020,11,17,"#coronavirus",61981
"1488",2020,11,17,"#covid",34453
"1489",2020,11,17,"#wearamask",15767
"1490",2020,11,17,"#corona",12390
"1491",2020,11,18,"#covid19",244113
"1492",2020,11,18,"#coronavirus",61031
"1493",2020,11,18,"#covid",30772
"1494",2020,11,18,"#crookedkelly",9880
"1495",2020,11,18,"#lockdown",9815
"1496",2020,11,19,"#covid19",237349
"1497",2020,11,19,"#coronavirus",53583
"1498",2020,11,19,"#covid",31795
"1499",2020,11,19,"#republican",14011
"1500",2020,11,19,"#bingo",13724
"1501",2020,11,20,"#covid19",228309
"1502",2020,11,20,"#coronavirus",53383
"1503",2020,11,20,"#covid",33598
"1504",2020,11,20,"#worldchildrensday",11279
"1505",2020,11,20,"#corona",10409
"1506",2020,11,21,"#covid19",193276
"1507",2020,11,21,"#bts",55918
"1508",2020,11,21,"#coronavirus",42197
"1509",2020,11,21,"#covid",34348
"1510",2020,11,21,"#lockdown",9501
"1511",2020,11,22,"#covid19",170970
"1512",2020,11,22,"#coronavirus",47409
"1513",2020,11,22,"#covid",42897
"1514",2020,11,22,"#ganemoslabatallaalcovid19",24609
"1515",2020,11,22,"#pdmspreadingcovid",15473
"1516",2020,11,23,"#covid19",228140
"1517",2020,11,23,"#coronavirus",52143
"1518",2020,11,23,"#covid",37361
"1519",2020,11,23,"#bts",26587
"1520",2020,11,23,"#army",18488
"1521",2020,11,24,"#covid19",230461
"1522",2020,11,24,"#coronavirus",47990
"1523",2020,11,24,"#covid",33011
"1524",2020,11,24,"#ipoh",14932
"1525",2020,11,24,"#corona",12190
"1526",2020,11,25,"#covid19",220197
"1527",2020,11,25,"#coronavirus",44682
"1528",2020,11,25,"#covid",37370
"1529",2020,11,25,"#delaymdcat2020",25929
"1530",2020,11,25,"#corona",11216
"1531",2020,11,26,"#covid19",183927
"1532",2020,11,26,"#coronavirus",44196
"1533",2020,11,26,"#covid",41619
"1534",2020,11,26,"#thanksgiving",15647
"1535",2020,11,26,"#corona",12490
"1536",2020,11,27,"#covid19",172995
"1537",2020,11,27,"#coronavirus",40648
"1538",2020,11,27,"#covid",28741
"1539",2020,11,27,"#covidー19",11775
"1540",2020,11,27,"#corona",10413
"1541",2020,11,28,"#covid19",157698
"1542",2020,11,28,"#coronavirus",36271
"1543",2020,11,28,"#covid",25806
"1544",2020,11,28,"#covidー19",17055
"1545",2020,11,28,"#wearmaskprotectlife",16126
"1546",2020,11,29,"#covid19",147566
"1547",2020,11,29,"#coronavirus",33460
"1548",2020,11,29,"#venezuelaprotegida",31876
"1549",2020,11,29,"#covid",28910
"1550",2020,11,29,"#covidー19",12757
"1551",2020,11,30,"#covid19",181347
"1552",2020,11,30,"#pltpinkmonday",60470
"1553",2020,11,30,"#coronavirus",41030
"1554",2020,11,30,"#covid",31066
"1555",2020,11,30,"#missguidedcybermon",12411
"1556",2020,12,1,"#covid19",387632
"1557",2020,12,1,"#coronavirus",97610
"1558",2020,12,1,"#covid",62732
"1559",2020,12,1,"#worldaidsday",41924
"1560",2020,12,1,"#givingtuesday",25240
"1561",2020,12,2,"#covid19",26628
"1562",2020,12,2,"#coronavirus",5354
"1563",2020,12,2,"#covid",3712
"1564",2020,12,2,"#covidー19",1896
"1565",2020,12,2,"#givingtuesday",1650
"1566",2020,12,4,"#covid19",197475
"1567",2020,12,4,"#coronavirus",39883
"1568",2020,12,4,"#covid",30141
"1569",2020,12,4,"#covidー19",22639
"1570",2020,12,4,"#disiplinterapkan3m",21151
"1571",2020,12,5,"#covid19",176263
"1572",2020,12,5,"#coronavirus",39309
"1573",2020,12,5,"#covid",26951
"1574",2020,12,5,"#china",17817
"1575",2020,12,5,"#america",17641
"1576",2020,12,6,"#covid19",153809
"1577",2020,12,6,"#coronavirus",34208
"1578",2020,12,6,"#covid",30535
"1579",2020,12,6,"#covidー19",11236
"1580",2020,12,6,"#corona",9627
"1581",2020,12,7,"#covid19",186673
"1582",2020,12,7,"#coronavirus",41700
"1583",2020,12,7,"#covid",25600
"1584",2020,12,7,"#corona",11212
"1585",2020,12,7,"#wearamask",10405
"1586",2020,12,8,"#covid19",86823
"1587",2020,12,8,"#coronavirus",16052
"1588",2020,12,8,"#covid",11021
"1589",2020,12,8,"#deathsantis",5306
"1590",2020,12,8,"#vaccine",4818
"1591",2020,12,9,"#covid19",209602
"1592",2020,12,9,"#coronavirus",40911
"1593",2020,12,9,"#covid",35028
"1594",2020,12,9,"#corona",12128
"1595",2020,12,9,"#vaccine",10252
"1596",2020,12,10,"#covid19",224988
"1597",2020,12,10,"#coronavirus",39881
"1598",2020,12,10,"#covid",32245
"1599",2020,12,10,"#corona",12664
"1600",2020,12,10,"#humanrightsday",9542
"1601",2020,12,12,"#covid19",172177
"1602",2020,12,12,"#coronavirus",33381
"1603",2020,12,12,"#covid",23948
"1604",2020,12,12,"#corona",11197
"1605",2020,12,12,"#lockdown",8888
"1606",2020,12,13,"#covid19",177115
"1607",2020,12,13,"#coronavirus",38990
"1608",2020,12,13,"#lockdown",37387
"1609",2020,12,13,"#disciplinacolectiva",29340
"1610",2020,12,13,"#covid",28335
"1611",2020,12,14,"#covid19",224933
"1612",2020,12,14,"#coronavirus",46054
"1613",2020,12,14,"#covid",30593
"1614",2020,12,14,"#lockdown",30150
"1615",2020,12,14,"#disciplinacolectiva",14568
"1616",2020,12,15,"#covid19",227390
"1617",2020,12,15,"#coronavirus",48035
"1618",2020,12,15,"#covid",30120
"1619",2020,12,15,"#lockdown",19307
"1620",2020,12,15,"#corona",13144
"1621",2020,12,16,"#covid19",224824
"1622",2020,12,16,"#coronavirus",44760
"1623",2020,12,16,"#covid",30396
"1624",2020,12,16,"#lockdown",16456
"1625",2020,12,16,"#corona",12919
"1626",2020,12,17,"#covid19",220529
"1627",2020,12,17,"#coronavirus",57609
"1628",2020,12,17,"#covid",32071
"1629",2020,12,17,"#macron",24108
"1630",2020,12,17,"#corona",12721
"1631",2020,12,18,"#covid19",219084
"1632",2020,12,18,"#coronavirus",46529
"1633",2020,12,18,"#covid",31102
"1634",2020,12,18,"#lockdown",12066
"1635",2020,12,18,"#vaccine",11863
"1636",2020,12,19,"#covid19",194556
"1637",2020,12,19,"#coronavirus",44571
"1638",2020,12,19,"#covid",29731
"1639",2020,12,19,"#lockdown",15582
"1640",2020,12,19,"#vaccine",9646
"1641",2020,12,20,"#covid19",231698
"1642",2020,12,20,"#coronavirus",51801
"1643",2020,12,20,"#disciplinaanteelcovid19",29281
"1644",2020,12,20,"#covid",28077
"1645",2020,12,20,"#lockdown",9514
"1646",2020,12,21,"#covid19",256454
"1647",2020,12,21,"#coronavirus",68662
"1648",2020,12,21,"#covid",34335
"1649",2020,12,21,"#covid20",18610
"1650",2020,12,21,"#mutation",12686
"1651",2020,12,22,"#covid19",214239
"1652",2020,12,22,"#coronavirus",53080
"1653",2020,12,22,"#veto",33118
"1654",2020,12,22,"#covid",30823
"1655",2020,12,22,"#corona",9345
"1656",2020,12,23,"#covid19",224670
"1657",2020,12,23,"#coronavirus",45432
"1658",2020,12,23,"#covid",38961
"1659",2020,12,23,"#corona",10863
"1660",2020,12,23,"#solidaridadycooperación",10449
"1661",2020,12,24,"#covid19",191897
"1662",2020,12,24,"#coronavirus",35529
"1663",2020,12,24,"#covid",25501
"1664",2020,12,24,"#tnipolrijaganataru",16957
"1665",2020,12,24,"#solobrathukesobetter",9711
"1666",2020,12,25,"#covid19",126875
"1667",2020,12,25,"#coronavirus",32272
"1668",2020,12,25,"#covid",17737
"1669",2020,12,25,"#christmas",11854
"1670",2020,12,25,"#merrychristmas",8348
"1671",2020,12,26,"#covid19",172510
"1672",2020,12,26,"#coronavirus",43787
"1673",2020,12,26,"#covid",29104
"1674",2020,12,26,"#navidadenfamilia",8229
"1675",2020,12,26,"#lockdown",7981
"1676",2020,12,27,"#covid19",177816
"1677",2020,12,27,"#coronavirus",45336
"1678",2020,12,27,"#cuídatedelcovid19",39759
"1679",2020,12,27,"#covid",28225
"1680",2020,12,27,"#covidー19",26382
"1681",2020,12,28,"#covid19",194731
"1682",2020,12,28,"#coronavirus",53778
"1683",2020,12,28,"#covidー19",42998
"1684",2020,12,28,"#covid",32500
"1685",2020,12,28,"#cuídatedelcovid19",10906
"1686",2020,12,29,"#covid19",236542
"1687",2020,12,29,"#coronavirus",54742
"1688",2020,12,29,"#covid",36733
"1689",2020,12,29,"#lockdown",23902
"1690",2020,12,29,"#covidー19",19720
"1691",2020,12,30,"#covid19",240431
"1692",2020,12,30,"#coronavirus",52728
"1693",2020,12,30,"#covid",33017
"1694",2020,12,30,"#covidiot",22602
"1695",2020,12,30,"#sputnikvparaelpueblo",20344
"1696",2020,12,31,"#covid19",202430
"1697",2020,12,31,"#coronavirus",40916
"1698",2020,12,31,"#covid",32270
"1699",2020,12,31,"#mcconnellkillssickleave",22466
"1700",2020,12,31,"#stayhome",12107
